internal_id,text,verse,probability
11802,shall all be fulfilled and though heaven and ear pass away my words shall not pass,D&C 56:11,0.7890536267105913
11780,be afraid to lay down his life for my sake for he that laye down his,D&C 103:27,0.7886173935236993
11809,that the powers of heaven cannot be con trolled nor handled only upon the principles of,D&C 121:36,0.7422368892061488
11780,should fight the battles of zion for i will fight your battles nevertheless let no man,D&C 105:14,0.7349166917098188
11818,your hearts be troubled i am in your midst i am your advocate wi the father,D&C 29:5,0.7174816607178933
11823,zion shall not be moved out of her place zion shall prevail against her enemies my,D&C 101:17,0.7095111518698881
11809,that the rights of the priesthood are in arably connected wi the powers of heaven and,D&C 121:36,0.6958507761926311
11769,whether in heat or in cold and cleanse your feet in water pure water it matters,D&C 84:92,0.6936409789168734
11780,life for my sake shall find it again and have eternal life eternal life the nation,D&C 98:13,0.6909691760034543
11780,is ripened in iniquity and the cup of the wra of mine indignation is full and,D&C 43:26,0.6389701388865225
11809,things of this world who aspire to the honors of men and do not honor the,D&C 121:35,0.6299492300234204
11780,cleanse their feet in pure water and bear testimony of it unto their father in heaven,D&C 84:92,0.613547329958672
11823,elders and people of my church to the word of the lord concerning you that for,D&C 133:1,0.5915023393403229
11823,shall be poured out without measure upon the wicked but hearken and hear o ye apostles,D&C 1:9,0.570991061772802
11809,judg ments will begin upon my house and from thence will they go for unto the,D&C 112:25,0.5592303118376604
11776,of the first presidency his case was discussed amp ided for the presidency to publish a,D&C 94:3,0.5232935055027114
11818,i have given mine angels charge concerning you mine eyes are upon you and the eyes,D&C 67:2,0.518765239934267
11773,guaranteed unto you and what i the lord say unto you mine apostles i also say,D&C 84:63,0.5162907734412872
11808,figures i wrote letters to amp i spent the day in the i wrote to i,Omni 1:9,0.5144020505846955
11838,the hour is nigh therefore prepare yourselves o ye saints of the most high god wi,D&C 1:12,0.5124044180584938
11820,our fast day from the first in the mon to the first,D&C 88:59,0.509153568938454
11795,hand therefore let the wicked tremble let them that blaspheme my name hold their lips for,D&C 63:6,0.4999071986728284
11802,away but shall be fulfilled sai the lord these revelations and testimo nies are before you,D&C 56:11,0.4950546018821116
11831,i wrote to figures i wrote to to come to i also wrote to i spent,Omni 1:9,0.4916756283450247
11812,we had all we could do to get through the crowd we drove to the at,D&C 10:19,0.49036199101080735
11781,the church of jesus christ of latter day saints has passed away president john taylor is,D&C 115:4,0.48576109903908704
11788,word and it shall be obeyed and the day of wra and indignation shall come upon,D&C 63:5,0.4857084716164038
11838,ye for the coming of the son of man which is nigh at the door no,D&C 63:53,0.4819404097005322
11838,oil in your lamps for blessed is he that watche for the coming of the son,D&C 33:17,0.47711469973342696
11838,man knowe the day nor the hour but the signs of bo heaven and ear indicate,D&C 49:7,0.47168518165506135
11803,i took cars on the d amp r g wi amp and rode to and stoped,Omni 1:29,0.47135190593361126
11780,as i have said in a former commandment it is not my will that mine elders,D&C 103:12,0.4704819922204497
11823,they will hearken unto my voice and do as i command them the blood of my,D&C 124:45,0.46953006718385293
11838,of man again hear ye the word of the lord o ye mine apostles whom i,D&C 84:63,0.4616575166675391
11811,i had a vary bad day a bad day i have been quite unwell figures for,Jacob 5:66,0.4569730612943583
11770,taken sick wi the billius cholic i was sick till afternoon prayed spok blank blank blank,D&C 84:68,0.45639837489309876
11813,turn over this money will assist us to pay a part of the debts we had,D&C 104:78,0.45584335906987444
11839,in not as well preserved as were the mummies of the catacombs of egypt on my,D&C 19:28,0.45526692530934054
11780,your prayer and am bound by oa and covenant to defend you and fight your battles,D&C 105:14,0.45465031527733485
11813,in the hands of in church office in presidents office office furniture and books in and,D&C 107:68,0.4545058236953499
11818,father in my name it shall be given unto you seek diligently to build,3 Ne. 27:28,0.4541218754121073
11780,father who is in heaven and then sai the lord unto my apostles and mine when,D&C 84:63,0.452576302895296
11779,had one of the hardest spells of sickness of my life figure on snday the of,D&C 124:87,0.45199332623500593
11824,office of bishop in the afternoon w woodruff spoke m amp g q cannon minuts the,D&C 107:68,0.44938865399497274
11822,d we met wi the presidency of the stake amp appropriated out of the tithing of,D&C 119:3,0.44793220845622894
11832,name and of the to the gentiles first and then to the house of israel i,D&C 14:10,0.44739164055514075
11788,and the wicked and rebellious shall know that i am god as i the lord have,D&C 63:6,0.4469244670211924
11842,of notice to the officers and members of the church of jesus christ of latter day,D&C 115:4,0.4460282157532752
