internal_id,text,verse,probability
11653,the semi annual conf erence of the church of jesus christ of latter day saints met,D&C 115:4,0.6715461799409127
11752,the annual conference of the church of jesus christ of latter day saints met in the,D&C 115:4,0.6132249202496941
11760,have you not gone for in my name without purse or scrip and lared the gospel,D&C 84:78,0.5525329053745295
11733,i wrote letters to amp figures i wrote letters to day to amp and amp i,Omni 1:9,0.5481483304615642
11755,annual conference of the church of jesus christ of latter day saints w woodruff opened the,D&C 115:4,0.5447256618055779
11741,this time the government through its of ficers was using every means in its power to,D&C 88:61,0.5063020724267346
11712,i wrote letters to amp figure i wrote letters to amp president figures telegraphed to that,Omni 1:9,0.4931466221682032
11733,in the shade figure i wrote letters to amp thermometer in the shade figures i received,Alma 54:15,0.492101496397776
11693,in labor amp went up the canyon on the wilford woodruff beatie wilford beatie had a,D&C 136:13,0.48948542224760466
11766,wednessday the general authorities of the church met in the at oclok the presidency of the,D&C 102:32,0.48501924850739087
11742,his gold spectacles and one man lost a gold watch there was or inches of snow,Alma 11:5,0.48353757301077827
11756,sai the lord of hosts i the lord have spoken and will be obeyed my purposes,D&C 63:5,0.4834881840432766
11760,and my servant wilford woodruff and my servant and to all the residue of mine apostles,D&C 118:6,0.4796620953719226
11663,wrote letters to of and sent photographs to mcarthur amp i wrote to in company wi,Omni 1:9,0.47343768971288264
11736,this morning he went into court and delivered himself up to the court amp plead guilty,D&C 94:5,0.47293526043681033
11732,of to or who is working for thatcher we concluded to have it published in the,Mosiah 15:14,0.471501747654425
11741,trying to es tablish a branch of the united order united order at that place at,D&C 104:21,0.4703445434285628
11714,letters to i signed recommends i received letters figure wrote letters wrote and i went to,Alma 54:15,0.4698450235456041
11756,at the door when my wra and in dignation will be poured out upon the wicked,D&C 87:2,0.46145693914018077
11760,of the judg ments which are to come as you have been moved upon by the,D&C 68:3,0.46073380817850074
11649,weary figure we finished the wheel this morning amp rode back to i was so weary,2 Ne. 17:13,0.4577997043487322
11682,i also met wi amp and picked out the carpets from samples for amounting to some,D&C 76:100,0.4570005108117298
11712,to w woodruff figure i wrote letters to day to told him of it wrote to,Omni 1:9,0.45396682877319366
11703,most of the day i had an interview wi i wrote letters to amp bulah in,Omni 1:9,0.451725719169266
11719,y amp newton i was informed that the receiver had made a demand for the tithing,D&C 119:3,0.45107183027428016
11663,i received letters i wrote letters i wrote public letters i spent the day at brother,Omni 1:9,0.4483668073423904
11668,figure i wrote letters to sent extract from letter looked over records wi me wrote amp,Omni 1:9,0.4478080153111739
11716,for the presirvation of my life untill the present time i acknowledg the lord in it,D&C 48:3,0.44316528111185277
11744,all necessary business the board of the university of the church met died at on the,D&C 20:62,0.44127550780073094
11649,had reversed the ision of the utah courts in the case and that the law could,1 Ne. 4:15,0.4411444909220347
11662,i signed recommends i receivd letters public and private i wrote letters public and private to,D&C 71:7,0.4404600956108321
11671,i received letters i wrote letters public wrote to amp i went to the amp spent,Alma 54:15,0.4396866306435075
11760,nation and the devil stirs them up to defy my power and to make war upon,D&C 76:31,0.4370176033338107
11747,figure was born died minuts past oclock aged years mon and days abram hoagland cannon died,Jacob 1:12,0.4361802854775814
11712,amp from from from amp figures i received letters from amp asahel gave me a history,2 Ne. 21:11,0.4345798132187334
11648,public private i received letters from amp abinidi pratt abinadi pratt on his fals revelation i,D&C 52:26,0.4343060557079092
11697,amp wrote letters figures i signed recommend received letters wrote letters to amp,Alma 54:15,0.43292167134780213
11767,the burning of also the representation of the burning mountain or crator of kilauea they were,2 Ne. 20:16,0.4311545758548134
11668,interview wi i wrote letters figure to amp amp it rained some to day i received,Alma 54:15,0.4302635227590267
11669,amp spent the night wi me figure i wrote letters to amp i wrote a letter,Omni 1:9,0.42977459914395544
11651,of the sacrament i wrote to amp jaques wrote to jaquesemma which i enclosed in mine,Omni 1:9,0.4288777517893467
11651,figure i wrote letters to j hitchs amp figures called upon me and i accompanied him,Omni 1:9,0.4279564330917687
11763,the w woodruff spoke m inutes m inutes afternoon prayer by spoke minuts minuts spoke m,D&C 29:10,0.42527472210676204
11725,recommends i received letters figure i wrote letters public private i wrote to bishop to to,Alma 54:15,0.42375039934948433
11725,figures i signed recommends i received letters public private i wrote letters public private figures i,D&C 71:7,0.42310768634501483
11675,i wrote figures i signed recommends i received letters i wrote letters to sent amp sent,Alma 54:15,0.4230964713571152
11675,in the morning and spent the day i went to the in the evening wi my,Alma 34:21,0.42269386241255796
11675,figures i signed recommends i receivd letter i wrote pub letters letters to amp i wrote,Omni 1:9,0.4217365150894961
11714,the in the evening wi and saw the gipsey baron played the ing of some girls,D&C 76:100,0.421086591616519
11759,spoke m w woodruff spoke m g q cannon spoke m spoke m met at oclok,D&C 29:10,0.41888460323240134
11649,i requested him to draw it amp put it in the bank for me to draw,D&C 88:63,0.41812716439848696
11717,in the office wilford woodruff was apointed a member of the board i had an interview,D&C 136:13,0.4177027371748534
11752,m then w woodruff m benediction by pat pm prest spoke minuts spoke m there was,D&C 29:10,0.41596898598107307
11660,i held meetings wi a number of citizens and the twelve upon some public matters i,D&C 46:3,0.4130392480264423
11764,occasion of any funeral in the state than upon this occasion we held a vary plesant,D&C 64:6,0.4124058404568253
11762,on my feet i expected to go into that temple amp dedicate it on the of,D&C 58:57,0.4105595532083053
