internal_id,text,verse,probability
11953,the semiannual conference of the church of jesus christ of latter day saints met at the,D&C 115:4,0.5888467821260726
11973,tabernacle on the semi annual conference of the church of jesus christ of latter day saints,D&C 115:4,0.5756616318551563
11981,afternoon the subject of sun light in our library instead of gass light was discussed i,D&C 88:7,0.534297974078276
11940,mrs osgood house at no we took our baggage there i went to the utah house,D&C 109:16,0.5233662831056295
11944,greatest changes taken place concerning the church of jesus christ of latter day saints during the,D&C 115:4,0.520083055327113
11961,in your behalf and the prayers of the circles here upon the ear also the prayers,Morm. 8:25,0.5200045692444364
11944,welcome and all our opponets in utah have laid down the weapons of war and ask,Alma 23:13,0.5094602885780966
11984,limbs i eat bread amp milk and drink cacao amp a little port wine i washed,3 Ne. 20:7,0.5072820515205444
11931,my bowels amp was rather feverish some of the night i ate some pie plant amp,D&C 76:100,0.5019956471399204
11992,amp and in the afternoon mr don c dickerson don c dickinson mr amp other influential,D&C 124:133,0.49409952826913234
11931,short naps before midnight i slept from midnight to some hours i had some pain in,D&C 76:100,0.4920007290398805
11998,we are begining to get sumthing from the mine to assist thank god we have a,Alma 31:18,0.4899064738530852
11962,i had seen in the wonderful glacier one of the finest sights of my life we,D&C 84:66,0.46270151234702706
11936,i went to the in the afternoon spoke hour m ww spok m figures i received,D&C 29:10,0.45807358323922764
11973,amp ten of the twelve apostles all of the apostles present in amp at home we,1 Ne. 14:20,0.45598307696725715
11994,pay our debts figure i received a letter from i met wi amp gave him a,D&C 104:78,0.4518227216520105
11993,quite unwell bro nuttall amp administered to her amp her waited on her nd i slept,D&C 84:101,0.4511343390460243
11983,ch i signed teachers license i travelled in miles paid tithing in paid tithing paid tithing,D&C 119:3,0.45012211588930495
11952,of a heavenly being who appeared before her and blessed her and made her many precious,D&C 84:101,0.4477611179511113
11945,brother private carr to deserett i called upon thomas walker jennings thomas jennings in the e,D&C 31:1,0.44657307482996356
11996,to live in it is nicely fitted up wi carpets furniture amp c bro amp mr,Alma 33:19,0.44623100572485896
11977,council to have the brigham young monument erected at the intersection of sou temple amp east,D&C 124:127,0.4447502444789847
11974,last of the year and a synopsis of the work in will be found on the,Hel. 11:2,0.4378695338889591
11995,figures the terrible forest foire of amp the most terrible destruction of life amp property ever,3 Ne. 8:11,0.43777266625397254
11954,me the kees of the temple amp told me to go and dedicate it which i,D&C 58:57,0.43553150737021623
12004,bro told him what the dr had said amp asked him if he could accompany me,Ether 3:26,0.4355070777161566
11950,father amp mother i mailed a letter to him this morning one from father amp one,D&C 93:3,0.4348709529483854
11950,the in the afternoon from the temple we went to or to dedicate his house there,D&C 58:57,0.4297063900245007
11945,brought him in but i learned that neither mr u tt ll er nor nagarker believed,2 Ne. 27:19,0.42330941971370245
11949,breakfast this is oration day and a general holiday after breakfast amp accompanied me in the,D&C 128:4,0.419259914552961
11945,in the bible or jesus as the savior of the world or the resurrection i set,2 Ne. 29:3,0.4181231399282361
11997,father at the door his father told him to harness his team as he was in,Alma 20:12,0.41667058859124473
11979,you in the name of jesus christ amen he then put his hands to gether in,D&C 20:70,0.41601949588225307
11982,amp amp went to to day i went to the at oclok figure i received a,Mosiah 20:7,0.41310989765249917
11948,work to walk i wrote a note to while wrote to we went through the greatest,Omni 1:9,0.41297253958806085
11989,of the stake viz for presidet amp for first councillor amp for nd councillor we had,D&C 82:13,0.40836966364258687
11926,the sugar works i met wi professor who read a lecture on the book of mormon,Morm. 1:1,0.4070210714776209
11991,crop of lucer n co a ked up in the field i met wi dr grow,D&C 88:51,0.40687077238344477
11952,morning bro nuttall was of great help all night i went to the office this morning,D&C 112:5,0.40422979627093003
11926,board met and recepts for were disbursment were recepts for were cts we also got word,Mosiah 7:7,0.40365550905069886
11940,amp was taken quite sick wi the cholary morbus i returned to my boarding house amp,D&C 124:56,0.40323151937448354
11983,letters received i paid tithing in i met wi z c m i board tims i,D&C 119:3,0.40308874802688227
11999,afternoon all the presidency addressed the assembly upon the work of god amp signs of the,D&C 94:3,0.4001221915490375
11968,presidency amp twelve apostles figures upon the subject of endowments amp adoption and the following is,1 Ne. 14:20,0.39936654661984733
11990,at each time on and her attacks were accompanied wi cramping in her limbs,D&C 84:101,0.3990126509729188
11945,his letter was vary interesting figure i wrote to as did i also wrote to two,Omni 1:9,0.39771066092074875
12000,s birthday old folks day at saltair con cert in the tabernacle in the even ing,D&C 93:35,0.3972716191170552
12004,called on me at the office and told me that i should take a trip for,Alma 9:33,0.3950044653561625
11954,a synopsis of wilford woodruff labors in i spent most of this year at my desk,D&C 136:13,0.3949239938961163
11981,amp pay dollars to boot we think it is a good thing for our boys to,D&C 124:72,0.39199541034497914
