internal_id,text,verse,probability
11847,unto myself for i take whom i will take and preserve in life whom i will,D&C 63:3,0.6695664801125595
11887,brethren all of which were baptized into the church of jesus christ of latter day saints,D&C 115:4,0.6258094996533051
11882,the pioneer electric company of ogden the names of the board in are wilford woodruff amp,D&C 136:13,0.5895094401765689
11876,any school in the church of jesus christ of latter day saints paid to day we,D&C 115:4,0.5538053006849888
11860,against you fear not for lo i am wi you until i come i come quickly,D&C 88:126,0.5310384664764775
11849,made some aditions to it i went to the office i wrote some addition to the,D&C 76:100,0.5255005624112653
11868,i went to the office to be prepaired to go to court if called court adjourned,D&C 94:5,0.5135759880658272
11918,to am some hours i ate some bread amp shrimps amp a cup of cacao for,D&C 76:100,0.5094316382885475
11908,am some hours had a cup of coffee amp some bread amp milk i kept my,D&C 76:100,0.4936403692685511
11918,called he is on his way as a missionary to the southern states i dictated to,D&C 87:3,0.4897673643718897
11900,are called upon to pay the body of our debts the houts woman is dead amp,D&C 104:78,0.4842119808372871
11865,who gave me name of the woodruffe sir in the cent i learned that had my,2 Ne. 27:19,0.4837412360264606
11887,journals many sermons of the prophet joh and of president and of the twelve apostles i,1 Ne. 14:20,0.48173064082072287
11921,the dead on of the names were amp in all the coffins were brought outside the,D&C 85:5,0.48161368513055475
11913,wells rulon s wells to take the place of to preside over amp as his first,2 Ne. 22:3,0.4730082174756681
11874,c the missionaries from arived in the in the night amp came in in the afternoon,Alma 62:20,0.4720161826250218
11862,us amp informed us that row had resigned his position in the z c m i,Alma 56:35,0.47165426584726333
11910,is going to lay the foundation of great trouble for surely there is great trouble awaiting,Alma 42:29,0.46337805256812437
11873,a gift to the of the burial of the savior after the crusifiction of the savior,D&C 3:16,0.4616083917360455
11918,bro a letter to my wife at also one to in the southern states i have,D&C 87:3,0.45842116918237236
11899,cottam i visited the pulman car sent for the presidency of the church to go to,D&C 94:3,0.45344262041830674
11861,figures i received a letter from to his amp wrote one to judge figure i wrote,Alma 54:15,0.4528062004895707
11852,a republican in the legislature my dhter called upon me on her way to visit her,D&C 84:101,0.4508767835352093
11868,judge barch demurrer to answer argued and submitted judge bartell ided our answer good testimony taken,D&C 133:65,0.4502114916523611
11859,i met wi the twelve apostles amp my councillors upon the position that occupied towards the,1 Ne. 14:20,0.4468423337502786
11852,salt lake city salt lake county utah territory salt lak city has gone into the hands,3 Ne. 12:13,0.4456250074338934
11901,died today she had been sick a long time she was the dhter of a stormy,D&C 132:42,0.4438459671952983
11860,keep my commandments and obey my voice and the gates of hell shall not pre vail,D&C 18:5,0.4437266239900875
11887,to the united brethren who broak off from the weslian methodists there were of the united,3 Ne. 2:14,0.44272645031171387
11848,upon her amp found her vary sick we administered to her and brother allen being a,D&C 84:101,0.4397147368858713
11854,him from the church in cash amp on tithing office that he might have sumthing to,D&C 119:3,0.43958567892506367
11859,us sample of his onyx mine at we spent this day in fasting amp prayer throughout,D&C 59:14,0.43667297589171084
11862,judge and a mr called upon us he was judge zane brother in law this is,Alma 4:17,0.4354906081621215
11857,country figure is in arms upon the silver question the west wants silver amp the east,Alma 11:6,0.43496407433291395
11850,jesus christ and to have the ministrations of angels it is your right privilege and duty,D&C 18:33,0.4343399018517683
11922,for the use of the educational board figure in company wi amp i rode to amp,D&C 63:62,0.4336839268466042
11849,to get a loan of for the sugar factory i had an interview wi mr murry,D&C 104:84,0.43177442439710173
11905,me to ide i was quite unwell amp went home sick i was quite sick through,D&C 84:68,0.42880256364482827
11871,tithing i spent the forenoon in the office amp went to the at oclok amp had,D&C 119:3,0.428400109236118
11893,the natives in the battle amp c i wrote letters to amp bishop of it rained,Omni 1:9,0.4263543674089964
11885,instance would tell the name of the person who had ask the question tell the question,D&C 50:13,0.42461602561718365
11909,the southern states at that time we had to keep secreted so the people would not,D&C 87:3,0.4239719728557778
11867,a carriage and rode hours through the orange lemon and pepper trees some of the pepper,D&C 76:100,0.4216588171700991
11888,amp co that they held notes against the presidency of the church for that must be,D&C 94:3,0.4205289519077119
11877,i spent the day in the office met wi prest of amp bishop on business of,D&C 107:68,0.42035289137221193
11903,r r men called upon us also who went to the to hear the organ we,D&C 42:50,0.42008820406249536
11874,the presidency of the church to day we met wi the committee on the for amp,D&C 94:3,0.41764131632709073
11856,canal which as the power company we have been diging for the farmers to waters their,D&C 61:23,0.41761277424346427
11909,we passed through the day we were met by a committee from jackson county missouri jackson,D&C 109:47,0.41576543248841435
11847,altho you have one to preside over your quorum which is the order of god in,D&C 124:140,0.41499952499561527
11886,her amp dedicated her to god for her burial i then returned home distance m figures,D&C 84:101,0.41317746438464537
11874,in the hands of the receiver john rex winder john r winder was turned over to,D&C 93:6,0.4100959459481618
11869,conference tomorrow morning he said he would come and accompany me dr called said i was,Alma 18:27,0.4082203263064181
11873,she wants the church to have her property when she is dead our condition on money,Alma 19:30,0.40737996346666333
11847,preserve according to the counsel of my own will and while my servant john taylor is,D&C 118:6,0.40451787006321394
11918,lunch wi the family dr called changed my medicine called amp reported bro brigham young jr,D&C 126:1,0.4042706453901227
11860,as all the burden should not lie upon one man for thus sai the lord all,Mosiah 29:34,0.403703843788607
11857,office i met wi parley p pratt who had nothing to eat we made arangements for,D&C 52:26,0.4013651893304876
11851,i went to the office found trouble in our political affairs col is trying to break,D&C 112:27,0.40111054290157244
11917,us the consort was held at the exposition building which seats and the seats mostly ocupied,Mosiah 11:11,0.4009928174946713
11882,and in ogden frank j cannon c k bannister and of ogden g q cannon is,D&C 84:45,0.400914212550302
11878,a godlike spirit i wrote one letter to owen of pages amp wrote,Omni 1:9,0.40090090782483995
11914,also the birthday of or would be if she was living w woodruff spok at the,D&C 42:86,0.3987826596180097
11913,the church amp amp wilford woodruff and including the amp in the byographical history of the,D&C 136:13,0.3985664954776142
11850,therefore you hold in common the keys of the in all the world you each of,D&C 90:3,0.39764200540780775
11855,bro and wife amp f jos a berry and miss cooper of captain polson wi his,Alma 43:16,0.39335358502063666
11920,amp morals he spoke an hour and a half and had a gift to entertain figure,D&C 29:10,0.3926225213122861
11914,upon us we met at the i wrote to amp figure i wrote to i met,Omni 1:9,0.39218518082521514
11912,we received telegrams from col amp gen which we answered by telegram also sent congratulations to,Alma 11:29,0.39207166423263506
11922,railroad i received a letter from telegrams were sent to the chairman on territories from bo,D&C 44:1,0.39191860696911124
11847,taylor for a wise purpose in me i have also taken many others of the apostles,1 Ne. 9:5,0.3914746419861049
11887,preaching places in the vineyard i organized branches of the church i added to the church,Mosiah 18:17,0.3901189183014402
11914,w woodruff ordained to the office of high priest amp patriarch he was years of age,Alma 4:18,0.39000943986720693
11881,from pres i accompanied him to the residence of clarissa ia young dougall sister w b,D&C 58:24,0.38930183193564427
11860,will of god and be prepared for that which is to come therefore let mine apostles,D&C 29:10,0.389182420970006
11893,office a meeting was held at the office of the board of bulion beck mine a,D&C 107:68,0.3889783923945181
11886,a fest it was one of the greatest days of my life,D&C 14:7,0.38851613087106185
11895,a scammans i spent the day in the office president arived to the office we held,D&C 107:86,0.3885047692810193
11909,there the or had lost one arm in the armey but the one arm left he,D&C 45:47,0.38728560964966136
11856,god is visiting this nation wi judgment he will avenge the blood of the prophets amp,1 Ne. 13:33,0.3871890645266134
11908,called also bro amp bro bleak is arranging to write up some of my genealogy my,D&C 9:4,0.3863168011643198
11858,amp so ided which was quite agreeable to bro smi bro amp amp miss cottam of,D&C 107:77,0.38603470034289916
11899,reading figure i received letters from gen clarkson amp col amp wi from him amp from,2 Ne. 21:11,0.3850875288581279
11848,dr as well as an elder administered medicine to her she has pluricy in the right,Alma 19:29,0.3846472187324309
11856,or sufficient water to water an acre the company has received acres of land up to,D&C 20:74,0.38455424000519683
11910,the nations of the ear including the united states there is already begining to earthquak in,D&C 87:3,0.3835605302118691
11894,i got endowments in for of my dead friends this was through the assistance of my,D&C 84:77,0.38313139311750805
11853,in the i feel to thank god for the condition we are in to day i,Alma 31:18,0.38177199644539006
11901,labor wi owen i mailed a letter from to the armey went sou last night to,D&C 43:28,0.38074258056039156
