internal_id,text,verse,probability
12076,into the mountains where i staid wi some of the brethren who were herding sheep some,D&C 76:100,0.6003438328501676
12111,office of the first presidency of the church of jesus christ of latter day saints p,D&C 115:4,0.5999788730391464
12076,of the book of mormon from bro franklin jenne cannon frank j cannon at which to,Morm. 1:1,0.5919145858434709
12255,money to pay the debts i met wi the board of z c mi in the,D&C 104:78,0.5326297025344531
12108,i mailed letters one to from father amp amp one to from mother amp father kheber,D&C 93:3,0.5235574709059472
12081,figure born died aged years m days y ross died to day at oclok died suddenly,Jacob 1:12,0.5214172973724563
12076,amp their wives and my dhters amp their husbands to meet wi me this evening at,Jacob 3:7,0.5213199414909443
12203,discused in one of his sermons about the apostles not having the gift of the holy,Alma 9:21,0.5126614103173674
12116,amp prayer by the prayer at the grave by pr esiden t geo q cannon mon,D&C 59:14,0.49316130068980146
12197,mints i followed for mits read from isaiah sang how beautiful upon the mountains amp c,Mosiah 15:15,0.4880781792922114
12072,the mortgage bros cannon amp smi also to syn as the first presidency bro called and,D&C 94:3,0.4860873999173452
12075,bank business i had a bad night night last night was quite unwell to day ndconcluded,Hel. 14:4,0.4771125483747116
12079,ba and slept some before midnight i slept fairly well until am restless some of the,D&C 76:100,0.4763458741125605
12203,published in the herald amp tribune presidents denial of the slanders in the times was published,Mosiah 15:14,0.46297687192367726
12076,were present myself and wife amp wife and wife amp amp amp my grandson of ashaels,1 Ne. 16:7,0.46277443159398585
12083,after midnight i arranged wi bro to bring madam at pm wi whom i had some,D&C 76:100,0.4583875327451456
12087,that time i had asked bro to come and read it because he had read it,Mosiah 25:5,0.4566105107816827
12167,tithing of the family i went to the office and to the wi the twelve we,D&C 119:3,0.4503070164524213
12208,the office being quite busy tues at the office busy most of the day in the,D&C 107:68,0.4482675564897868
12173,covenants you have entered into i will promise you that you will be true and faithful,D&C 108:5,0.4472381580240846
12203,her amp sent her i met wi the twelve in the i had an interview wi,D&C 84:101,0.43584043370246234
12163,before riturning home amp did not leave untill pm i attended a family birthday gathering at,D&C 19:36,0.4313188677355246
12236,through my system i was quite sick at night i was allso sick throug quite poorly,D&C 84:68,0.42936229702409473
12086,is also at owens very sick the sounded his lungs and pronounce him a very sick,D&C 84:68,0.4256223090724062
12108,a game of foot ball which cost him his life it was a dangerous game figure,3 Ne. 4:2,0.4237786502443022
12177,thronged the streets on the way from east to thsou then to state nor to sou,Hel. 1:31,0.42064793499594133
12072,evening to see the fireworks could not get near enough wi carriage to see them so,D&C 42:49,0.41949891308735926
12173,god yourselves and your parents through all time and keep the commandments of god and the,D&C 136:21,0.4186842594839945
12090,our outing until some of the children climbed the hillside amp in coming down two of,D&C 76:100,0.41782906047731816
12112,how he is doing after the accident to his eye the dr feels that he can,Jacob 2:15,0.4142353290215385
12167,thatcher amp others to ordain a high priest then set him apart for a bishop i,D&C 68:22,0.4140866143195494
12255,to pay the debts upon it a committee was appointed to see if they could borrow,D&C 104:78,0.4134230887841788
12145,build meeting houses in that countrymission pres geo q cannon said this committee will travel through,D&C 94:15,0.4127366876473825
12073,saying that was about to be sued for a note of on a harness i attended,D&C 123:14,0.4124267756356077
12244,a letter from gen figure i mailed letters to to day from father amp,D&C 44:1,0.4123798884181444
12216,office i received letters figure from one to father amp amp one to amp had one,Mosiah 18:21,0.41130031076042034
12109,some for amp while she was here we hung up all the frames she has brought,D&C 132:42,0.4054495081634612
12084,my wife and dhters and and and my granddhter i had a bad night did not,Jacob 5:66,0.4054462097098966
12146,elected as or of and out of of the council elected are members of the church,Alma 31:17,0.40440783779990636
12089,dispatches of today that the zcar czar of died at oclok to day figure the czar,Jacob 1:12,0.4041624786464861
12103,bros andrew smi andrew smi amp his son to to build a porch on house we,D&C 109:5,0.4031722292272293
12097,come upon cities towns and villages in the midst of this great wilderness of trees we,Morm. 4:22,0.40154223837402436
12184,wi my wife pres amp wife elders amp also bro charles hardy chas m hardy engineer,1 Ne. 16:7,0.40146792376520707
12119,amp son amp his son amp his son making four generations all of the name of,Alma 63:17,0.40062082635938506
12177,temple thence west to east temple nor round the to nor temple gate at a m,2 Ne. 5:16,0.40030224534703895
12244,at the house which was then taken to the and exhibited to the people for hours,3 Ne. 8:19,0.3995283033471402
12145,q cannon explained as to the power co not one dollar of church funds had been,D&C 72:10,0.3989951507638585
12103,afternoon this being the day set apart for the presidents of stakes amp bishops amp counselors,D&C 68:14,0.39777551434055336
12132,choir amp congregation sang we thank thee o god for a prophet prest geo q cannon,Alma 31:18,0.3975991783834888
12153,called up whare he had preached in a political discourse concerning brother it was represented that,Alma 43:2,0.3946816040348133
12236,through the day some better at nigh i went to the office amp spent the day,D&C 43:17,0.39445501482702017
12087,in it were now transpiring amp coming to pass in our day many of the things,D&C 63:53,0.3939959921406582
12093,at pm this is elder leonard john nuttall l john nuttalls birthday anniversary amp he went,D&C 93:6,0.39315974835342327
12216,variety of feelings towards us some of the democrats are are attrying in the east to,D&C 76:100,0.3931481647028803
12083,i accepted and requested him to inform bro watson that i accepted his bid amp for,D&C 72:18,0.3923630886664948
12173,are guided by these evil spirits die they go where they are and the evil spirits,D&C 50:2,0.3916192155409624
12084,the snake river idaho territory snake river and were in sight of the river a good,Alma 43:27,0.39035692250185655
12099,at pm prayer by pres spoke mints amp then presented the general authorities of the church,D&C 102:32,0.3902102114615049
12089,the sabba school which were vary good election in i went to our school house amp,D&C 97:3,0.3896361709034323
12153,weighed to day amp weighed lbs which is to much for heal i met at the,Alma 8:14,0.38916220762151366
12119,a good night slept most of the time went to the office staid till pm went,Ether 6:13,0.3888749140621238
12173,and there is where the devils do not dwell and therefore when you get there there,2 Ne. 9:25,0.38823036424575746
12153,brother thatcher had made a statement about brother merrill which was false amp brother thatcher now,Ether 9:8,0.38723518636743626
12087,office drafts for the office and other wise busy went home at pm,D&C 107:68,0.38615607388457335
12148,sea through the park i received letters from and tues to day i wrote letters to,Alma 54:15,0.38596233599185376
12255,i met wi quite a number of men i met wi amp and quite a number,Alma 44:21,0.384722752350258
12104,did not sleep well concluded not to go to the office this morning and sent word,Mosiah 24:19,0.3833693333807982
12098,by the croud and a great prosession in the city it was a great victory for,Alma 57:22,0.38304201837660756
12123,cannon mints prest mnsts pres geo q cannon reported the labors of the twelve and first,1 Ne. 12:9,0.3825166299929119
12104,the general church board of education this afternoon i went home at pm wed i did,D&C 128:4,0.3821064072002086
12208,gentlemen called on us today they are a delegation of the hawaian people on their way,Hel. 1:31,0.3815616163744065
12097,stopped at this hotel i wrote a pencil letter to and wrote too we spent the,Omni 1:9,0.38122538694450786
12125,amp elder took good care of us attended the conference meeting and at attended the funeral,D&C 123:14,0.3802175895859386
12203,in bo herald amp tribune i met wi the twelve in the the drins of was,1 Ne. 12:9,0.3783860923171123
12072,them bro stayed wi me all night i spent a good night slept nearly all the,Ether 15:20,0.37641003568579234
12173,and there are plenty of them in the midst of the latter day saints as to,D&C 115:4,0.37598529182328466
12146,my desk tues nd this is the election day tickets in the field i went to,D&C 88:51,0.3758643626893499
12098,to day to pay some on church matters as the presidency of the church we did,D&C 51:11,0.37575516503934603
12112,the interest on deposits from to bros amp accompanied me to my son residence to see,D&C 58:24,0.37561316099449044
12077,several hotels stories high built on piles the residence part is on the land freight was,D&C 58:24,0.37535613189894407
12120,wi us to and saw that our transportation amp pullman berths were all nicely arranged sun,Alma 58:10,0.37509589958321604
12236,president died this afternoon at oclok at figure born died at oclock aged years one mon,Jacob 1:12,0.37475850533724303
12120,quite a leng of time at on our arrival at we were met by col amp,Alma 56:23,0.3747392645041204
12104,and went home at p m having a slight cold fri my cold is troubling me,D&C 45:27,0.37370073683520155
12160,have a very good night last night at oclock pres amp elder amp others accompanied me,Hel. 14:4,0.373171629925397
12117,pm fri m i had a bad night again wi my throat until i applied the,Jacob 5:66,0.3731386150219188
12226,workers in the temple amp others it included the presidency of the church the twelve apostles,1 Ne. 14:20,0.3730049042529415
12236,i was quite sick last night amp sick to day i took cold which settled all,D&C 84:68,0.37213150035061826
12142,a letter from prest figure i signed a note to day as trustee in trust for,D&C 20:84,0.37199892933443546
12226,seventies and the leading men of the blank wi many of the aged men amp women,Alma 30:18,0.3715704018525139
12145,spoke on tithing amp care of produce amp c bros crain h smi george w mccune,D&C 119:3,0.37122647206925297
12127,have conjestion of the brain i also sent for my dhter who came to wait on,2 Ne. 6:13,0.36965922018197006
12116,at my desk went home at pm wed at the office today thurs busy at the,Ether 4:9,0.3691688219910382
12203,the office answered the libelious document in the n y times against him amp the presidency,D&C 94:3,0.3691337187273893
12208,at home to day i spent the day at home wi the family mon drove to,D&C 19:36,0.36905200706066443
12133,had some conversation wi the executive committee of z s b amp t co and in,D&C 76:100,0.36904636678060687
12129,it rained so we did not go and returned to our stopping place i received an,Mosiah 9:18,0.36869072524556157
12173,covenant and promises have been made to you for time and eternity now if you honor,D&C 3:5,0.36862827842786833
12087,and remember these things but it was not for them to mention them or speak of,D&C 84:73,0.3683253785360522
12163,last for publication i received a card from from m mountford went home at pm thur,D&C 88:59,0.368115073599325
12099,amp min ben ediction by went to the office for lunch pm prayer by spoke min,D&C 29:10,0.36807417121134833
12127,times as i did not rest well last night i did not go to the office,1 Ne. 10:19,0.3677742726037236
12135,called on the amp wi a hard cracked catheter lacerated my flesh and enterence to the,Mosiah 15:2,0.36769505572977396
