"internal_id","text","verse_short_title","probability","V1","date","book_title","scripture_text"
11653,"the semi annual conf erence of the church of jesus christ of latter day saints met","D&C 115:4",0.67154618,458,1887-10-01,"Doctrine and Covenants","For thus shall my church be called in the last days, even The Church of Jesus Christ of Latter-day Saints."
11752,"the annual conference of the church of jesus christ of latter day saints met in the","D&C 115:4",0.61322492,393,1896-10-01,"Doctrine and Covenants","For thus shall my church be called in the last days, even The Church of Jesus Christ of Latter-day Saints."
11760,"have you not gone for in my name without purse or scrip and lared the gospel","D&C 84:78",0.552532905,385,1893-04-01,"Doctrine and Covenants","For I suffered them not to have purse or scrip, neither two coats."
11733,"i wrote letters to amp figures i wrote letters to day to amp and amp i","Omni 1:9",0.54814833,412,1887-07-01,"Omni","Now I, Chemish, write what few things I write, in the same book with my brother; for behold, I saw the last which he wrote, that he wrote it with his own hand; and he wrote it in the day that he delivered them unto me. And after this manner we keep the records, for it is according to the commandments of our fathers. And I make an end."
11755,"annual conference of the church of jesus christ of latter day saints w woodruff opened the","D&C 115:4",0.544725662,390,1896-03-01,"Doctrine and Covenants","For thus shall my church be called in the last days, even The Church of Jesus Christ of Latter-day Saints."
11741,"this time the government through its of ficers was using every means in its power to","D&C 88:61",0.506302072,404,1897-01-01,"Doctrine and Covenants","Therefore, unto this parable I will liken all these kingdoms, and the inhabitants thereof--every kingdom in its hour, and in its time, and in its season, even according to the decree which God hath made."
11712,"i wrote letters to amp figure i wrote letters to amp president figures telegraphed to that","Omni 1:9",0.493146622,433,1887-06-01,"Omni","Now I, Chemish, write what few things I write, in the same book with my brother; for behold, I saw the last which he wrote, that he wrote it with his own hand; and he wrote it in the day that he delivered them unto me. And after this manner we keep the records, for it is according to the commandments of our fathers. And I make an end."
11733,"in the shade figure i wrote letters to amp thermometer in the shade figures i received","Alma 54:15",0.492101496,412,1887-07-01,"Alma","Now it came to pass that Ammoron, when he had received this epistle, was angry; and he wrote another epistle unto Moroni, and these are the words which he wrote, saying:"
11693,"in labor amp went up the canyon on the wilford woodruff beatie wilford beatie had a","D&C 136:13",0.489485422,443,1888-05-01,"Doctrine and Covenants","And let my servants Orson Pratt and Wilford Woodruff organize a company."
11766,"wednessday the general authorities of the church met in the at oclok the presidency of the","D&C 102:32",0.485019249,379,1896-10-01,"Doctrine and Covenants","The latter can only be called in question by the general authorities of the church in case of transgression."
11742,"his gold spectacles and one man lost a gold watch there was or inches of snow","Alma 11:5",0.483537573,403,1895-11-01,"Alma","Now the reckoning is thus--a senine of gold, a seon of gold, a shum of gold, and a limnah of gold."
11756,"sai the lord of hosts i the lord have spoken and will be obeyed my purposes","D&C 63:5",0.483488184,389,1896-03-01,"Doctrine and Covenants","Behold, I, the Lord, utter my voice, and it shall be obeyed."
11760,"and my servant wilford woodruff and my servant and to all the residue of mine apostles","D&C 118:6",0.479662095,385,1893-04-01,"Doctrine and Covenants","Let my servant John Taylor, and also my servant John E. Page, and also my servant Wilford Woodruff, and also my servant Willard Richards, be appointed to fill the places of those who have fallen, and be officially notified of their appointment."
11663,"wrote letters to of and sent photographs to mcarthur amp i wrote to in company wi","Omni 1:9",0.47343769,454,1888-04-01,"Omni","Now I, Chemish, write what few things I write, in the same book with my brother; for behold, I saw the last which he wrote, that he wrote it with his own hand; and he wrote it in the day that he delivered them unto me. And after this manner we keep the records, for it is according to the commandments of our fathers. And I make an end."
11736,"this morning he went into court and delivered himself up to the court amp plead guilty","D&C 94:5",0.47293526,409,1888-09-01,"Doctrine and Covenants","And there shall be a lower court and a higher court, according to the pattern which shall be given unto you hereafter."
11732,"of to or who is working for thatcher we concluded to have it published in the","Mosiah 15:14",0.471501748,413,1897-01-01,"Mosiah","And these are they who have published peace, who have brought good tidings of good, who have published salvation; and said unto Zion: Thy God reigneth!"
11741,"trying to es tablish a branch of the united order united order at that place at","D&C 104:21",0.470344543,404,1897-01-01,"Doctrine and Covenants","And let all things be done according to the counsel of the order, and united consent or voice of the order, which dwell in the land of Kirtland."
11714,"letters to i signed recommends i received letters figure wrote letters wrote and i went to","Alma 54:15",0.469845024,431,1888-02-01,"Alma","Now it came to pass that Ammoron, when he had received this epistle, was angry; and he wrote another epistle unto Moroni, and these are the words which he wrote, saying:"
11756,"at the door when my wra and in dignation will be poured out upon the wicked","D&C 87:2",0.461456939,389,1896-03-01,"Doctrine and Covenants","And the time will come that war will be poured out upon all nations, beginning at this place."
11760,"of the judg ments which are to come as you have been moved upon by the","D&C 68:3",0.460733808,385,1893-04-01,"Doctrine and Covenants","And this is the ensample unto them, that they shall speak as they are moved upon by the Holy Ghost."
11649,"weary figure we finished the wheel this morning amp rode back to i was so weary","2 Ne. 17:13",0.457799704,460,1887-02-01,"2 Nephi","And he said: Hear ye now, O house of David; is it a small thing for you to weary men, but will ye weary my God also?"
11682,"i also met wi amp and picked out the carpets from samples for amounting to some","D&C 76:100",0.457000511,448,1887-10-01,"Doctrine and Covenants","These are they who say they are some of one and some of another--some of Christ and some of John, and some of Moses, and some of Elias, and some of Esaias, and some of Isaiah, and some of Enoch;"
11712,"to w woodruff figure i wrote letters to day to told him of it wrote to","Omni 1:9",0.453966829,433,1887-06-01,"Omni","Now I, Chemish, write what few things I write, in the same book with my brother; for behold, I saw the last which he wrote, that he wrote it with his own hand; and he wrote it in the day that he delivered them unto me. And after this manner we keep the records, for it is according to the commandments of our fathers. And I make an end."
11703,"most of the day i had an interview wi i wrote letters to amp bulah in","Omni 1:9",0.451725719,440,1888-01-01,"Omni","Now I, Chemish, write what few things I write, in the same book with my brother; for behold, I saw the last which he wrote, that he wrote it with his own hand; and he wrote it in the day that he delivered them unto me. And after this manner we keep the records, for it is according to the commandments of our fathers. And I make an end."
11719,"y amp newton i was informed that the receiver had made a demand for the tithing","D&C 119:3",0.45107183,426,1888-05-01,"Doctrine and Covenants","And this shall be the beginning of the tithing of my people."
11663,"i received letters i wrote letters i wrote public letters i spent the day at brother","Omni 1:9",0.448366807,454,1888-04-01,"Omni","Now I, Chemish, write what few things I write, in the same book with my brother; for behold, I saw the last which he wrote, that he wrote it with his own hand; and he wrote it in the day that he delivered them unto me. And after this manner we keep the records, for it is according to the commandments of our fathers. And I make an end."
11668,"figure i wrote letters to sent extract from letter looked over records wi me wrote amp","Omni 1:9",0.447808015,453,1887-02-01,"Omni","Now I, Chemish, write what few things I write, in the same book with my brother; for behold, I saw the last which he wrote, that he wrote it with his own hand; and he wrote it in the day that he delivered them unto me. And after this manner we keep the records, for it is according to the commandments of our fathers. And I make an end."
11716,"for the presirvation of my life untill the present time i acknowledg the lord in it","D&C 48:3",0.443165281,429,1896-03-01,"Doctrine and Covenants","And inasmuch as ye have not lands, let them buy for the present time in those regions round about, as seemeth them good, for it must needs be necessary that they have places to live for the present time."
11744,"all necessary business the board of the university of the church met died at on the","D&C 20:62",0.441275508,401,1893-01-01,"Doctrine and Covenants","And said conferences are to do whatever church business is necessary to be done at the time."
11649,"had reversed the ision of the utah courts in the case and that the law could","1 Ne. 4:15",0.441144491,460,1887-02-01,"1 Nephi","Yea, and I also thought that they could not keep the commandments of the Lord according to the law of Moses, save they should have the law."
11662,"i signed recommends i receivd letters public and private i wrote letters public and private to","D&C 71:7",0.440460096,455,1887-10-01,"Doctrine and Covenants","Wherefore, confound your enemies; call upon them to meet you both in public and in private; and inasmuch as ye are faithful their shame shall be made manifest."
11671,"i received letters i wrote letters public wrote to amp i went to the amp spent","Alma 54:15",0.439686631,451,1888-08-01,"Alma","Now it came to pass that Ammoron, when he had received this epistle, was angry; and he wrote another epistle unto Moroni, and these are the words which he wrote, saying:"
11760,"nation and the devil stirs them up to defy my power and to make war upon","D&C 76:31",0.437017603,385,1893-04-01,"Doctrine and Covenants","Thus saith the Lord concerning all those who know my power, and have been made partakers thereof, and suffered themselves through the power of the devil to be overcome, and to deny the truth and defy my power--"
11747,"figure was born died minuts past oclock aged years mon and days abram hoagland cannon died","Jacob 1:12",0.436180285,398,1896-07-01,"Jacob","And it came to pass that Nephi died."
11712,"amp from from from amp figures i received letters from amp asahel gave me a history","2 Ne. 21:11",0.434579813,433,1887-06-01,"2 Nephi","And it shall come to pass in that day that the Lord shall set his hand again the second time to recover the remnant of his people which shall be left, from Assyria, and from Egypt, and from Pathros, and from Cush, and from Elam, and from Shinar, and from Hamath, and from the islands of the sea."
11648,"public private i received letters from amp abinidi pratt abinadi pratt on his fals revelation i","D&C 52:26",0.434306056,461,1888-01-01,"Doctrine and Covenants","And let my servants Parley P. Pratt and Orson Pratt take their journey, and preach by the way, even unto this same land."
11697,"amp wrote letters figures i signed recommend received letters wrote letters to amp","Alma 54:15",0.432921671,441,1887-10-01,"Alma","Now it came to pass that Ammoron, when he had received this epistle, was angry; and he wrote another epistle unto Moroni, and these are the words which he wrote, saying:"
11767,"the burning of also the representation of the burning mountain or crator of kilauea they were","2 Ne. 20:16",0.431154576,378,1893-09-01,"2 Nephi","Therefore shall the Lord, the Lord of Hosts, send among his fat ones, leanness; and under his glory he shall kindle a burning like the burning of a fire."
11668,"interview wi i wrote letters figure to amp amp it rained some to day i received","Alma 54:15",0.430263523,453,1887-02-01,"Alma","Now it came to pass that Ammoron, when he had received this epistle, was angry; and he wrote another epistle unto Moroni, and these are the words which he wrote, saying:"
11669,"amp spent the night wi me figure i wrote letters to amp i wrote a letter","Omni 1:9",0.429774599,452,1887-06-01,"Omni","Now I, Chemish, write what few things I write, in the same book with my brother; for behold, I saw the last which he wrote, that he wrote it with his own hand; and he wrote it in the day that he delivered them unto me. And after this manner we keep the records, for it is according to the commandments of our fathers. And I make an end."
