"internal_id","text","verse_short_title","probability","V1","date","book_title","scripture_text"
11802,"shall all be fulfilled and though heaven and ear pass away my words shall not pass","D&C 56:11",0.789053627,343,1894-01-01,"Doctrine and Covenants","And though the heaven and the earth pass away, these words shall not pass away, but shall be fulfilled."
11780,"be afraid to lay down his life for my sake for he that laye down his","D&C 103:27",0.788617394,365,1893-04-01,"Doctrine and Covenants","Let no man be afraid to lay down his life for my sake; for whoso layeth down his life for my sake shall find it again."
11809,"that the powers of heaven cannot be con trolled nor handled only upon the principles of","D&C 121:36",0.742236889,336,1896-05-01,"Doctrine and Covenants","That the rights of the priesthood are inseparably connected with the powers of heaven, and that the powers of heaven cannot be controlled nor handled only upon the principles of righteousness."
11780,"should fight the battles of zion for i will fight your battles nevertheless let no man","D&C 105:14",0.734916692,365,1893-04-01,"Doctrine and Covenants","For behold, I do not require at their hands to fight the battles of Zion; for, as I said in a former commandment, even so will I fulfil--I will fight your battles."
11818,"your hearts be troubled i am in your midst i am your advocate wi the father","D&C 29:5",0.717481661,327,1893-10-01,"Doctrine and Covenants","Lift up your hearts and be glad, for I am in your midst, and am your advocate with the Father; and it is his good will to give you the kingdom."
11823,"zion shall not be moved out of her place zion shall prevail against her enemies my","D&C 101:17",0.709511152,322,1893-06-01,"Doctrine and Covenants","Zion shall not be moved out of her place, notwithstanding her children are scattered."
11809,"that the rights of the priesthood are in arably connected wi the powers of heaven and","D&C 121:36",0.695850776,336,1896-05-01,"Doctrine and Covenants","That the rights of the priesthood are inseparably connected with the powers of heaven, and that the powers of heaven cannot be controlled nor handled only upon the principles of righteousness."
11769,"whether in heat or in cold and cleanse your feet in water pure water it matters","D&C 84:92",0.693640979,376,1887-07-01,"Doctrine and Covenants","He that receiveth you not, go away from him alone by yourselves, and cleanse your feet even with water, pure water, whether in heat or in cold, and bear testimony of it unto your Father which is in heaven, and return not again unto that man."
11780,"life for my sake shall find it again and have eternal life eternal life the nation","D&C 98:13",0.690969176,365,1893-04-01,"Doctrine and Covenants","And whoso layeth down his life in my cause, for my name's sake, shall find it again, even life eternal."
11780,"is ripened in iniquity and the cup of the wra of mine indignation is full and","D&C 43:26",0.638970139,365,1893-04-01,"Doctrine and Covenants","Behold, the day has come, when the cup of the wrath of mine indignation is full."
11809,"things of this world who aspire to the honors of men and do not honor the","D&C 121:35",0.62994923,336,1896-05-01,"Doctrine and Covenants","Because their hearts are set so much upon the things of this world, and aspire to the honors of men, that they do not learn this one lesson--"
11780,"cleanse their feet in pure water and bear testimony of it unto their father in heaven","D&C 84:92",0.61354733,365,1893-04-01,"Doctrine and Covenants","He that receiveth you not, go away from him alone by yourselves, and cleanse your feet even with water, pure water, whether in heat or in cold, and bear testimony of it unto your Father which is in heaven, and return not again unto that man."
11823,"elders and people of my church to the word of the lord concerning you that for","D&C 133:1",0.591502339,322,1893-06-01,"Doctrine and Covenants","Hearken, O ye people of my church, saith the Lord your God, and hear the word of the Lord concerning you--"
11823,"shall be poured out without measure upon the wicked but hearken and hear o ye apostles","D&C 1:9",0.570991062,322,1893-06-01,"Doctrine and Covenants","Yea, verily, to seal them up unto the day when the wrath of God shall be poured out upon the wicked without measure--"
11809,"judg ments will begin upon my house and from thence will they go for unto the","D&C 112:25",0.559230312,336,1896-05-01,"Doctrine and Covenants","And upon my house shall it begin, and from my house shall it go forth, saith the Lord;"
11776,"of the first presidency his case was discussed amp ided for the presidency to publish a","D&C 94:3",0.523293506,369,1896-10-01,"Doctrine and Covenants","And let the first lot on the south be consecrated unto me for the building of a house for the presidency, for the work of the presidency, in obtaining revelations; and for the work of the ministry of the presidency, in all things pertaining to the church and kingdom."
11818,"i have given mine angels charge concerning you mine eyes are upon you and the eyes","D&C 67:2",0.51876524,327,1893-10-01,"Doctrine and Covenants","Behold and lo, mine eyes are upon you, and the heavens and the earth are in mine hands, and the riches of eternity are mine to give."
11773,"guaranteed unto you and what i the lord say unto you mine apostles i also say","D&C 84:63",0.516290773,372,1893-01-01,"Doctrine and Covenants","And as I said unto mine apostles, even so I say unto you, for you are mine apostles, even God's high priests; ye are they whom my Father hath given me; ye are my friends;"
11808,"figures i wrote letters to amp i spent the day in the i wrote to i","Omni 1:9",0.514402051,337,1896-05-01,"Omni","Now I, Chemish, write what few things I write, in the same book with my brother; for behold, I saw the last which he wrote, that he wrote it with his own hand; and he wrote it in the day that he delivered them unto me. And after this manner we keep the records, for it is according to the commandments of our fathers. And I make an end."
11838,"the hour is nigh therefore prepare yourselves o ye saints of the most high god wi","D&C 1:12",0.512404418,307,1896-08-01,"Doctrine and Covenants","Prepare ye, prepare ye for that which is to come, for the Lord is nigh;"
11820,"our fast day from the first in the mon to the first","D&C 88:59",0.509153569,325,1896-11-01,"Doctrine and Covenants","Beginning at the first, and so on unto the last, and from the last unto the first, and from the first unto the last;"
11795,"hand therefore let the wicked tremble let them that blaspheme my name hold their lips for","D&C 63:6",0.499907199,350,1893-02-01,"Doctrine and Covenants","Wherefore, verily I say, let the wicked take heed, and let the rebellious fear and tremble; and let the unbelieving hold their lips, for the day of wrath shall come upon them as a whirlwind, and all flesh shall know that I am God."
11802,"away but shall be fulfilled sai the lord these revelations and testimo nies are before you","D&C 56:11",0.495054602,343,1894-01-01,"Doctrine and Covenants","And though the heaven and the earth pass away, these words shall not pass away, but shall be fulfilled."
11831,"i wrote to figures i wrote to to come to i also wrote to i spent","Omni 1:9",0.491675628,314,1896-11-01,"Omni","Now I, Chemish, write what few things I write, in the same book with my brother; for behold, I saw the last which he wrote, that he wrote it with his own hand; and he wrote it in the day that he delivered them unto me. And after this manner we keep the records, for it is according to the commandments of our fathers. And I make an end."
11812,"we had all we could do to get through the crowd we drove to the at","D&C 10:19",0.490361991,333,1896-08-01,"Doctrine and Covenants","Therefore we will destroy him, and also the work; and we will do this that we may not be ashamed in the end, and that we may get glory of the world."
11781,"the church of jesus christ of latter day saints has passed away president john taylor is","D&C 115:4",0.485761099,364,1887-07-01,"Doctrine and Covenants","For thus shall my church be called in the last days, even The Church of Jesus Christ of Latter-day Saints."
11788,"word and it shall be obeyed and the day of wra and indignation shall come upon","D&C 63:5",0.485708472,357,1896-10-01,"Doctrine and Covenants","Behold, I, the Lord, utter my voice, and it shall be obeyed."
11838,"ye for the coming of the son of man which is nigh at the door no","D&C 63:53",0.48194041,307,1896-08-01,"Doctrine and Covenants","These things are the things that ye must look for; and, speaking after the manner of the Lord, they are now nigh at hand, and in a time to come, even in the day of the coming of the Son of Man."
11838,"oil in your lamps for blessed is he that watche for the coming of the son","D&C 33:17",0.4771147,307,1896-08-01,"Doctrine and Covenants","Wherefore, be faithful, praying always, having your lamps trimmed and burning, and oil with you, that you may be ready at the coming of the Bridegroom--"
11838,"man knowe the day nor the hour but the signs of bo heaven and ear indicate","D&C 49:7",0.471685182,307,1896-08-01,"Doctrine and Covenants","I, the Lord God, have spoken it; but the hour and the day no man knoweth, neither the angels in heaven, nor shall they know until he comes."
11803,"i took cars on the d amp r g wi amp and rode to and stoped","Omni 1:29",0.471351906,342,1893-06-01,"Omni","And it came to pass that they also took others to a considerable number, and took their journey again into the wilderness."
11780,"as i have said in a former commandment it is not my will that mine elders","D&C 103:12",0.470481992,365,1893-04-01,"Doctrine and Covenants","For after much tribulation, as I have said unto you in a former commandment, cometh the blessing."
11823,"they will hearken unto my voice and do as i command them the blood of my","D&C 124:45",0.469530067,322,1893-06-01,"Doctrine and Covenants","And if my people will hearken unto my voice, and unto the voice of my servants whom I have appointed to lead my people, behold, verily I say unto you, they shall not be moved out of their place."
11838,"of man again hear ye the word of the lord o ye mine apostles whom i","D&C 84:63",0.461657517,307,1896-08-01,"Doctrine and Covenants","And as I said unto mine apostles, even so I say unto you, for you are mine apostles, even God's high priests; ye are they whom my Father hath given me; ye are my friends;"
11811,"i had a vary bad day a bad day i have been quite unwell figures for","Jacob 5:66",0.456973061,334,1896-01-01,"Jacob","For it grieveth me that I should lose the trees of my vineyard; wherefore ye shall clear away the bad according as the good shall grow, that the root and the top may be equal in strength, until the good shall overcome the bad, and the bad be hewn down and cast into the fire, that they cumber not the ground of my vineyard; and thus will I sweep away the bad out of my vineyard."
11770,"taken sick wi the billius cholic i was sick till afternoon prayed spok blank blank blank","D&C 84:68",0.456398375,375,1893-04-01,"Doctrine and Covenants","In my name they shall heal the sick;"
11813,"turn over this money will assist us to pay a part of the debts we had","D&C 104:78",0.455843359,332,1894-01-01,"Doctrine and Covenants","And again, verily I say unto you, concerning your debts--behold it is my will that you shall pay all your debts."
11839,"in not as well preserved as were the mummies of the catacombs of egypt on my","D&C 19:28",0.455266925,306,1893-03-01,"Doctrine and Covenants","And again, I command thee that thou shalt pray vocally as well as in thy heart; yea, before the world as well as in secret, in public as well as in private."
11780,"your prayer and am bound by oa and covenant to defend you and fight your battles","D&C 105:14",0.454650315,365,1893-04-01,"Doctrine and Covenants","For behold, I do not require at their hands to fight the battles of Zion; for, as I said in a former commandment, even so will I fulfil--I will fight your battles."
11813,"in the hands of in church office in presidents office office furniture and books in and","D&C 107:68",0.454505824,332,1894-01-01,"Doctrine and Covenants","Wherefore, the office of a bishop is not equal unto it; for the office of a bishop is in administering all temporal things;"
11818,"father in my name it shall be given unto you seek diligently to build","3 Ne. 27:28",0.454121875,327,1893-10-01,"3 Nephi","And now I go unto the Father. And verily I say unto you, whatsoever things ye shall ask the Father in my name shall be given unto you."
11780,"father who is in heaven and then sai the lord unto my apostles and mine when","D&C 84:63",0.452576303,365,1893-04-01,"Doctrine and Covenants","And as I said unto mine apostles, even so I say unto you, for you are mine apostles, even God's high priests; ye are they whom my Father hath given me; ye are my friends;"
11779,"had one of the hardest spells of sickness of my life figure on snday the of","D&C 124:87",0.451993326,366,1893-04-01,"Doctrine and Covenants","Therefore, let my servant William put his trust in me, and cease to fear concerning his family, because of the sickness of the land. If ye love me, keep my commandments; and the sickness of the land shall redound to your glory."
11824,"office of bishop in the afternoon w woodruff spoke m amp g q cannon minuts the","D&C 107:68",0.449388654,321,1894-01-01,"Doctrine and Covenants","Wherefore, the office of a bishop is not equal unto it; for the office of a bishop is in administering all temporal things;"
11822,"d we met wi the presidency of the stake amp appropriated out of the tithing of","D&C 119:3",0.447932208,323,1893-06-01,"Doctrine and Covenants","And this shall be the beginning of the tithing of my people."
11832,"name and of the to the gentiles first and then to the house of israel i","D&C 14:10",0.447391641,313,1896-11-01,"Doctrine and Covenants","Wherefore, I must bring forth the fulness of my gospel from the Gentiles unto the house of Israel."
11788,"and the wicked and rebellious shall know that i am god as i the lord have","D&C 63:6",0.446924467,357,1896-10-01,"Doctrine and Covenants","Wherefore, verily I say, let the wicked take heed, and let the rebellious fear and tremble; and let the unbelieving hold their lips, for the day of wrath shall come upon them as a whirlwind, and all flesh shall know that I am God."
11842,"of notice to the officers and members of the church of jesus christ of latter day","D&C 115:4",0.446028216,303,1896-11-01,"Doctrine and Covenants","For thus shall my church be called in the last days, even The Church of Jesus Christ of Latter-day Saints."
11839,"loss to the people said to be i met wi the quorum of the twelve apostles","1 Ne. 14:20",0.442110871,306,1893-03-01,"1 Nephi","And the angel said unto me: Behold one of the twelve apostles of the Lamb."
11788,"i will burn them up sai the lord of hosts as i the lord have suffered","2 Ne. 26:4",0.441885187,357,1896-10-01,"2 Nephi","Wherefore, all those who are proud, and that do wickedly, the day that cometh shall burn them up, saith the Lord of Hosts, for they shall be as stubble."
11830,"speeches were made and a gold cronometer was made a president present to him by his","D&C 93:10",0.441449504,315,1896-01-01,"Doctrine and Covenants","The worlds were made by him; men were made by him; all things were made by him, and through him, and of him."
11827,"by bishop ww spoke m spoke m afternoon prayer by spoke m f m merrill m","D&C 29:10",0.440308253,318,1893-10-01,"Doctrine and Covenants","For the hour is nigh, and that which was spoken by mine apostles must be fulfilled; for as they spoke so shall it come to pass;"
11791,"get in as the galleries were occupied wi many adults there were some children in the","3 Ne. 8:15",0.439875491,354,1897-02-01,"3 Nephi","And there were some cities which remained; but the damage thereof was exceedingly great, and there were many in them who were slain."
